ALPHA_3_CODE,IsscaapGrp_mapping,Name_En,Scientific_Name,Name_Cn,Troph,Troph.SE,SL.max,DATA.SOURCE,FOOD.ITEM
RSM,33,Panama spadefish,Parapsettus panamensis,,3.5,NA,NA,SeaAroundUs,Demersal fish
RSS,33,Goldlined seabream,Rhabdosargus sarba,,3.37,0.58,66.62,FishBase_ISSCAAP,Demersal fish
RSX,33,Daggerhead breams nei,Chrysoblephus spp,,3.61,0.06,59,FishBase_ISSCAAP,Demersal fish
RSY,33,Redtail parrotfish,Sparisoma chrysopterum,,2,NA,NA,SeaAroundUs,Demersal fish
RSZ,11,Silver rasbora,Rasbora argyrotaenia,,2,0,9.84,FishBase_ISSCAAP,Freshwater fish
RTX,32,"Grenadiers, rattails nei",Macrouridae,,3.59,0.03,32.188,FishBase_ISSCAAP,Demersal fish
RUB,37,Blue runner,Caranx crysos,,4.4,0.77,57.4,FishBase_ISSCAAP,Pelagic fish
RUF,33,Ruff,Arripis georgianus,大眼澳鲈,4.31,0.76,37.32,FishBase_ISSCAAP,Demersal fish
RUS,37,Indian scad,Decapterus russelli,,3.69,0.58,36.9,FishBase_ISSCAAP,Pelagic fish
RVM,34,Blackgill rockfish,Sebastes melanostomus,,3.81,NA,NA,SeaAroundUs,Demersal fish
RWC,11,Caspian roach,Rutilus caspicus,,3.4,NA,NA,FishBase,Freshwater fish
RXS,33,Haffara seabream,Rhabdosargus haffara,,3.5,0.37,28.4,FishBase_ISSCAAP,Demersal fish
RXY,33,Meagres nei,Argyrosomus spp,,4.05,NA,NA,SeaAroundUs,Demersal fish
RYG,34,Rubyfish,Plagiogeneion rubiginosum,,3.4,0.45,46.5,FishBase_ISSCAAP,Demersal fish
RYJ,33,Japanese meagre,Argyrosomus japonicus,日本黄姑鱼,4.48,0.72,148.42,FishBase_ISSCAAP,Demersal fish
SAA,35,Round sardinella,Sardinella aurita,,3.4,0.45,29.19,FishBase_ISSCAAP,Pelagic fish
SAB,34,Sablefish,Anoplopoma fimbria,,3.83,0.61,98.4,FishBase_ISSCAAP,Demersal fish
SAE,35,Madeiran sardinella,Sardinella maderensis,,3.2,0.38,34.43,FishBase_ISSCAAP,Pelagic fish
SAF,32,Saffron cod,Eleginus gracilis,,4.12,0.72,51.17,FishBase_ISSCAAP,Demersal fish
SAG,35,Goldstripe sardinella,Sardinella gibbosa,,2.85,0.3,17,FishBase_ISSCAAP,Pelagic fish
SAH,12,Blackchin tilapia,Sarotherodon melanotheron,黑颊罗非鱼,2.01,0.03,28,FishBase_ISSCAAP,Freshwater fish
SAI,36,Atlantic sailfish,Istiophorus albicans,,4.5,0.73,258.3,FishBase_ISSCAAP,Pelagic fish
SAL,23,Atlantic salmon,Salmo salar,大西洋鲑,4.43,0.06,135.17,FishBase_ISSCAAP,Pelagic fish
SAM,35,Bali sardinella,Sardinella lemuru,黄泽小沙丁鱼,2.48,0,23,FishBase_ISSCAAP,Pelagic fish
SAN,33,Sandeels(=Sandlances) nei,Ammodytes spp,,3.1,0.01,22,FishBase_ISSCAAP,Demersal fish
SAO,32,Tadpole codling,Salilota australis,,4.43,0.71,44,FishBase_ISSCAAP,Demersal fish
SAP,37,Pacific saury,Cololabis saira,,3.71,0.44,40,FishBase_ISSCAAP,Pelagic fish
SAR,12,Mango tilapia,Sarotherodon galilaeus,,2.05,0.08,33.62,FishBase_ISSCAAP,Freshwater fish
SAS,35,Scaled sardines,Harengula spp,,3.3,0.08,17,FishBase_ISSCAAP,Pelagic fish
SAU,37,Atlantic saury,Scomberesox saurus,,3.64,0.34,47.39,FishBase_ISSCAAP,Pelagic fish
SAW,38,Sawfishes,Pristidae,,4.08,0.14,445,FishBase_ISSCAAP,Demersal fish
SBA,33,Axillary seabream,Pagellus acarne,腋斑小鲷,3.48,0.45,36,FishBase_ISSCAAP,Demersal fish
SBC,34,Bocaccio rockfish,Sebastes paucispinis,稀棘平鮋,3.51,0.46,75.62,FishBase_ISSCAAP,Demersal fish
SBF,36,Southern bluefin tuna,Thunnus maccoyii,,3.93,0.534,233.49,FishBase_ISSCAAP,Pelagic fish
SBG,33,Gilthead seabream,Sparus aurata,,3.26,0.48,57.4,FishBase_ISSCAAP,Demersal fish
SBH,13,"Striped bass, hybrid",Morone chrysops x M. saxatilis,条纹鲈杂交种,3.9,0.31,164,FishBase_ISSCAAP,Freshwater fish
SBM,13,Duckbill catfish,Sorubim lima,铲吻油鲶,4.1,0.71,48.24,FishBase_ISSCAAP,Freshwater fish
SBP,33,Pargo breams nei,Pagrus spp,,3.55,0.11,59,FishBase_ISSCAAP,Demersal fish
SBR,33,Blackspot seabream,Pagellus bogaraveo,黑斑小鲷,3.73,0.56,70,FishBase_ISSCAAP,Demersal fish
SBS,33,Saddled seabream,Oblada melanura,,3.03,0.12,27.41,FishBase_ISSCAAP,Demersal fish
SBX,33,"Porgies, seabreams nei",Sparidae,,3.4,0.05,59,FishBase_ISSCAAP,Demersal fish
SBY,34,Silvergray rockfish,Sebastes brevispinis,,3.8,NA,NA,SeaAroundUs,Demersal fish
SCA,55,American sea scallop,Placopecten magellanicus,,2.1,0.29,NA,FishBase_ISSCAAP,"Molluscs, other"
SCB,55,Atlantic bay scallop,Argopecten irradians,海湾扇贝,2.1,0.29,NA,FishBase_ISSCAAP,"Molluscs, other"
SCC,55,Calico scallop,Argopecten gibbus,,2.1,0.29,NA,FishBase_ISSCAAP,"Molluscs, other"
SCD,42,Blue swimming crab,Portunus pelagicus,,3,0.68,NA,FishBase_ISSCAAP,Crustaceans
SCE,55,Great Atlantic scallop,Pecten maximus,,2.1,0.29,NA,FishBase_ISSCAAP,"Molluscs, other"
SCF,31,Turbots nei,Scophthalmidae,,3.89,0.09,3.7,FishBase_ISSCAAP,Demersal fish
SCG,55,Weathervane scallop,Patinopecten caurinus,,2.1,0.29,NA,FishBase_ISSCAAP,"Molluscs, other"
SCH,55,Pacific calico scallop,Argopecten ventricosus,太平洋海湾扇贝,2.1,0.29,NA,FishBase_ISSCAAP,"Molluscs, other"
SCK,38,Kitefin shark,Dalatias licha,,4.15,0.66,149.24,FishBase_ISSCAAP,Demersal fish
SCL,38,"Catsharks, nursehounds nei",Scyliorhinus spp,,3.95,0.06,107,FishBase_ISSCAAP,Demersal fish
SCN,33,White-spotted spinefoot,Siganus canaliculatus,长鳍(黄斑)篮子鱼,2.76,0.308,25.1,FishBase_ISSCAAP,Demersal fish
SCO,34,"Scorpionfishes, redfishes nei",Scorpaenidae,,3.77,0.05,42,FishBase_ISSCAAP,Demersal fish
SCP,33,Scup,Stenotomus chrysops,,3.9,0.41,35.47,FishBase_ISSCAAP,Demersal fish
SCQ,55,Peruvian calico scallop,Argopecten purpuratus,,2.1,0.29,NA,FishBase_ISSCAAP,"Molluscs, other"
SCR,42,Spinous spider crab,Maja squinado,,2.3,0.24,NA,FishBase_ISSCAAP,Crustaceans
SCS,34,"Scorpionfishes, rockfishes nei",Scorpaena spp,,3.87,NA,NA,SeaAroundUs,Demersal fish
SCT,33,Scats,Scatophagus spp,金线鱼属未定种,2.99,0,31,FishBase_ISSCAAP,Demersal fish
SCU,33,Sculpins,Myoxocephalus spp,,3.85,0.35,62,FishBase_ISSCAAP,Demersal fish
SCX,55,Scallops nei,Pectinidae,,2.1,0.29,NA,FishBase_ISSCAAP,"Molluscs, other"
SCZ,55,New Zealand scallop,Pecten novaezelandiae,,2.1,0.29,NA,FishBase_ISSCAAP,"Molluscs, other"
SDP,38,Narrownose smooth-hound,Mustelus schmitti,,3.59,0.49,75.44,FishBase_ISSCAAP,Demersal fish
SDT,33,Chili sea catfish,Notarius troschelii,,4.5,NA,NA,SeaAroundUs,Demersal fish
SDU,38,Arrowhead dogfish,Deania profundorum,箭头田氏鲨,4.5,0.69,64.78,FishBase_ISSCAAP,Demersal fish
SDV,38,Smooth-hounds nei,Mustelus spp,,3.73,0.05,130,FishBase_ISSCAAP,Demersal fish
SDW,33,Brown sea catfish,Sciades dowii,,4.03,NA,NA,SeaAroundUs,Demersal fish
SDX,37,Scads nei,Decapterus spp,,3.53,0.12,36,FishBase_ISSCAAP,Pelagic fish
SEM,34,Common warehou,Seriolella brama,,3.3,0.43,62.32,FishBase_ISSCAAP,Demersal fish
SEO,34,Choicy ruff,Seriolella porosa,南美鰤鲳,3.4,0.45,58.7,FishBase_ISSCAAP,Demersal fish
SEP,34,Silver warehou,Seriolella punctata,,3.4,0.45,54.12,FishBase_ISSCAAP,Demersal fish
SEU,34,White warehou,Seriolella caerulea,,3.41,0.44,65,FishBase_ISSCAAP,Demersal fish
SEY,34,Violet warehou,Schedophilus velaini,,4.15,0.57,79.32,FishBase_ISSCAAP,Demersal fish
SFA,36,Indo-Pacific sailfish,Istiophorus platypterus,,4.5,0.8,344.1,FishBase_ISSCAAP,Pelagic fish
SFD,34,Splitnose rockfish,Sebastes diploproa,,3.66,0.57,39.52,FishBase_ISSCAAP,Demersal fish
SFK,34,Shortbelly rockfish,Sebastes jordani,,3.2,NA,NA,SeaAroundUs,Demersal fish
SFL,34,Korean rockfish,Sebastes schlegeli,许氏平鲉 (黑鮶鱼),3.73,0.58,53.3,FishBase_ISSCAAP,Demersal fish
SFO,34,Starry rockfish,Sebastes constellatus,,3.74,NA,NA,SeaAroundUs,Demersal fish
SFS,34,Silver scabbardfish,Lepidopus caudatus,,3.85,0.65,172.2,FishBase_ISSCAAP,Demersal fish
SFT,34,Rougheye rockfish,Sebastes aleutianus,,3.66,NA,NA,SeaAroundUs,Demersal fish
SFV,34,Norway redfish,Sebastes viviparus,,4.03,0.67,30.45,FishBase_ISSCAAP,Demersal fish
SGI,34,South Georgia icefish,Pseudochaenichthys georgianus,,3.33,0.47,53.28,FishBase_ISSCAAP,Demersal fish
SGO,34,Chilipepper rockfish,Sebastes goodei,郭氏平鮋,3.46,0.44,45.92,FishBase_ISSCAAP,Demersal fish
SGY,37,Spottail needlefish,Strongylura strongylura,,4.2,NA,NA,SeaAroundUs,Pelagic fish
SHA,24,American shad,Alosa sapidissima,美洲鲥,3.46,0.46,61.41,FishBase_ISSCAAP,Pelagic fish
SHC,24,Pontic shad,Alosa immaculata,,3.93,0.674,39,FishBase_ISSCAAP,Pelagic fish
SHG,24,American gizzard shad,Dorosoma cepedianum,,2.4,0.21,52.61,FishBase_ISSCAAP,Pelagic fish
SHH,24,Hickory shad,Alosa mediocris,,4.12,0.58,60,FishBase_ISSCAAP,Pelagic fish
SHI,45,Shiba shrimp,Metapenaeus joyneri,,2.7,0.35,NA,FishBase_ISSCAAP,Crustaceans
SHL,38,Lanternsharks nei,Etmopterus spp,,4.17,0.04,38,FishBase_ISSCAAP,Pelagic fish
SHO,38,Blackmouth catshark,Galeus melastomus,,4.23,0.58,73.8,FishBase_ISSCAAP,Demersal fish
SHR,33,Sharpsnout seabream,Diplodus puntazzo,,2.86,0.37,42.72,FishBase_ISSCAAP,Demersal fish
SHS,45,Sergestid shrimps nei,Sergestidae,,2.5,0.51,NA,FishBase_ISSCAAP,Crustaceans
SHZ,24,Shads nei,Alosa spp,,3.72,0.12,44,FishBase_ISSCAAP,Pelagic fish
SIA,13,Lake Tanganyika sprat,Stolothrissa tanganicae,,2.74,0.29,10,FishBase_ISSCAAP,Freshwater fish
SIC,33,African sicklefish,Drepane africana,,3.1,0.41,36.9,FishBase_ISSCAAP,Demersal fish
SIE,36,Pacific sierra,Scomberomorus sierra,,4.49,0.8,95.83,FishBase_ISSCAAP,Pelagic fish
SIL,37,Silversides(=Sand smelts) nei,Atherinidae,,3.13,0.09,12,FishBase_ISSCAAP,Pelagic fish
SIN,13,Mandarin fish,Siniperca chuatsi,鳜,4.5,0.8,57.4,FishBase_ISSCAAP,Freshwater fish
SIP,37,Silver pomfret,Pampus argenteus,银鲳,3.12,0.37,60,FishBase_ISSCAAP,Pelagic fish
SIQ,34,Player scorpionfish,Scorpaena histrio,,3.7,NA,NA,SeaAroundUs,Demersal fish
SIX,35,Sardinellas nei,Sardinella spp,,2.82,0.09,25,FishBase_ISSCAAP,Pelagic fish
SJA,55,Great Mediterranean scallop,Pecten jacobaeus,,2.1,0.29,NA,FishBase_ISSCAAP,"Molluscs, other"
SJU,34,Shortspine thornyhead,Sebastolobus alascanus,,3.61,0.58,80,FishBase_ISSCAAP,Demersal fish
SJZ,34,Longspine thornyhead,Sebastolobus altivelis,,3.33,NA,NA,SeaAroundUs,Demersal fish
SKA,38,Raja rays nei,Raja spp,,3.73,0.03,97,FishBase_ISSCAAP,Demersal fish
SKB,25,Sticklebacks,Gasterosteus spp,,3.31,NA,NA,FishBase,Pelagic fish
SKH,38,Various sharks nei,Selachimorpha (Pleurotremata),,4,NA,3.6,Estimate(SeaAroundUs),Pelagic fish
SKI,13,Kissing prochilodus,Semaprochilodus insignis,,2,0,22.14,FishBase_ISSCAAP,Freshwater fish
SKJ,36,Skipjack tuna,Katsuwonus pelamis,鲣,4.35,0.76,110.9,FishBase_ISSCAAP,Pelagic fish
SKM,45,Atlantic mud shrimp,Solenocera membranacea,大西洋管鞭虾,3.56,NA,NA,SeaAroundUs,Crustaceans
SKX,38,"Sharks, rays, skates, etc. nei",Elasmobranchii,,4.05,NA,203,SeaAroundUs,Pelagic fish
SLC,43,Caribbean spiny lobster,Panulirus argus,,3.2,0.41,NA,FishBase_ISSCAAP,Crustaceans
SLD,33,Santer seabream,Cheimerius nufar,,3.54,0.6,61.08,FishBase_ISSCAAP,Demersal fish
SLF,33,Carpenter seabream,Argyrozona argyrozona,,3.46,0.45,77.37,FishBase_ISSCAAP,Demersal fish
SLI,32,Spanish ling,Molva macrophthalma,,4.5,NA,NA,SeaAroundUs,Demersal fish
SLL,33,Slinger seabream,Chrysoblephus puniceus,,3.5,NA,NA,FishBase,Demersal fish
SLM,33,Salema,Sarpa salpa,,2,0,51,FishBase_ISSCAAP,Demersal fish
SLN,43,Natal spiny lobster,Palinurus delagoae,,2.6,0.33,NA,FishBase_ISSCAAP,Crustaceans
SLO,43,Common spiny lobster,Palinurus elephas,,2.6,0.33,NA,FishBase_ISSCAAP,Crustaceans
SLS,43,Southern spiny lobster,Palinurus gilchristi,南非真龙虾,2.6,0.33,NA,FishBase_ISSCAAP,Crustaceans
SLT,36,Slender tuna,Allothunnus fallai,,3.74,0.59,102.69,FishBase_ISSCAAP,Pelagic fish
SLV,43,Tropical spiny lobsters nei,Panulirus spp,,2.8,0.65,NA,FishBase_ISSCAAP,Crustaceans
SLX,23,Salmonoids nei,Salmonoidei,,3.56,0.05,69,FishBase_ISSCAAP,Pelagic fish
SLZ,23,Salmonids nei,Salmonidae,,3.56,0.05,60.337,FishBase_ISSCAAP,Pelagic fish
SMA,38,Shortfin mako,Isurus oxyrinchus,,4.5,0.72,392,FishBase_ISSCAAP,Pelagic fish
SMC,33,Smoothmouth sea catfish,Carlarius heudelotii,,3.77,NA,NA,SeaAroundUs,Demersal fish
SMD,38,Smooth-hound,Mustelus mustelus,星鲨,3.83,0.5,164,FishBase_ISSCAAP,Demersal fish
SME,23,European smelt,Osmerus eperlanus,,3,0,39.62,FishBase_ISSCAAP,Pelagic fish
SMQ,33,Cabezon,Scorpaenichthys marmoratus,,3.62,0.47,81.18,FishBase_ISSCAAP,Demersal fish
SMR,23,Rainbow smelt,Osmerus mordax,,3,0.02,28.09,FishBase_ISSCAAP,Pelagic fish
SMX,23,Smelts nei,"Osmerus spp, Hypomesus spp",,3.18,0.04,33,FishBase_ISSCAAP,Pelagic fish
SNA,33,Snappers nei,Lutjanus spp,,4,0.04,50,FishBase_ISSCAAP,Demersal fish
SNC,33,Southern red snapper,Lutjanus purpureus,,3.58,0.58,86.1,FishBase_ISSCAAP,Demersal fish
SNE,52,False abalone,Concholepas concholepas,,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
SNK,34,Snoek,Thyrsites atun,,3.74,0.6,200,FishBase_ISSCAAP,Demersal fish
SNL,33,Lane snapper,Lutjanus synagris,,3.82,0.62,49.2,FishBase_ISSCAAP,Demersal fish
SNO,33,Common snook,Centropomus undecimalis,,4.41,0.78,110.04,FishBase_ISSCAAP,Demersal fish
SNR,33,Northern red snapper,Lutjanus campechanus,,4.01,0.59,79.3,FishBase_ISSCAAP,Demersal fish
SNS,34,Longspine snipefish,Macroramphosus scolopax,,3.47,0.4,16.42,FishBase_ISSCAAP,Demersal fish
SNU,33,Russell's snapper,Lutjanus russellii,路氏笛鲷,4.31,0.75,41,FishBase_ISSCAAP,Demersal fish
SNW,33,White steenbras,Lithognathus lithognathus,,2.92,0.4,164,FishBase_ISSCAAP,Demersal fish
SNX,33,"Snappers, jobfishes nei",Lutjanidae,,3.97,0.03,71,FishBase_ISSCAAP,Demersal fish
SNY,33,Yellowtail snapper,Ocyurus chrysurus,,3.99,0.67,85.01,FishBase_ISSCAAP,Demersal fish
SOA,31,Southeast Atlantic soles nei,Austroglossus spp,,3.76,0.28,55,FishBase_ISSCAAP,Demersal fish
SOC,23,Sockeye(=Red) salmon,Oncorhynchus nerka,红大麻哈鱼,3.73,0.39,76.44,FishBase_ISSCAAP,Pelagic fish
SOE,31,Mud sole,Austroglossus pectoralis,,4.03,0.63,53.7,FishBase_ISSCAAP,Demersal fish
SOI,56,"Razor clams, knife clams nei",Solenidae,,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
SOK,45,Kolibri shrimp,Solenocera agassizii,,2.2,0.23,NA,FishBase_ISSCAAP,Crustaceans
SOL,31,Common sole,Solea solea,欧洲鳎,3.13,0.32,70,FishBase_ISSCAAP,Demersal fish
SOM,13,Wels(=Som) catfish,Silurus glanis,欧鲶,4.37,0.67,410,FishBase_ISSCAAP,Freshwater fish
SOO,31,,Solea spp,,3.26,0.07,30.113,FishBase_ISSCAAP,Demersal fish
SOP,45,Southern pink shrimp,Penaeus notialis,,2.7,0.35,NA,FishBase_ISSCAAP,Crustaceans
SOS,31,Sand sole,Pegusa lascaris,,3.19,0.4,40,FishBase_ISSCAAP,Demersal fish
SOW,31,West coast sole,Austroglossus microlepis,,3.48,0.45,65.55,FishBase_ISSCAAP,Demersal fish
SOX,31,Soles nei,Soleidae,,3.41,0.03,47,FishBase_ISSCAAP,Demersal fish
SOY,33,So-iny (redlip) mullet,Liza haematocheilus,粗唇鲻属,2.5,0.19,53,FishBase_ISSCAAP,Demersal fish
SPA,33,Spadefishes nei,Ephippidae,,3.51,0.19,58,FishBase_ISSCAAP,Demersal fish
SPC,33,Picarel,Spicara smaris,细鳞棒鲈,3,0.04,16.22,FishBase_ISSCAAP,Demersal fish
SPF,36,Longbill spearfish,Tetrapturus pfluegeri,,4.28,0.65,247.65,FishBase_ISSCAAP,Pelagic fish
SPG,34,Canary rockfish,Sebastes pinniger,翼平鮋,3.8,0.61,66.75,FishBase_ISSCAAP,Demersal fish
SPH,33,Sheepshead,Archosargus probatocephalus,,3.53,0.53,74.62,FishBase_ISSCAAP,Demersal fish
SPI,33,Spinefeet(=Rabbitfishes) nei,Siganus spp,篮子鱼属未定种,2.31,0.07,31,FishBase_ISSCAAP,Demersal fish
SPL,38,Scalloped hammerhead,Sphyrna lewini,,4.08,0.62,352.6,FishBase_ISSCAAP,Pelagic fish
SPR,35,European sprat,Sprattus sprattus,,3,0,16,FishBase_ISSCAAP,Pelagic fish
SPS,33,Spotted sicklefish,Drepane punctata,,3.32,0.42,38.52,FishBase_ISSCAAP,Demersal fish
SPT,33,Spot croaker,Leiostomus xanthurus,,3.94,0.38,29.52,FishBase_ISSCAAP,Demersal fish
SPU,33,Spotted seabass,Dicentrarchus punctatus,,3.94,0.65,57.4,FishBase_ISSCAAP,Demersal fish
SPX,74,Salps,Salpidae,,3,NA,NA,SeaAroundUs,"Aquatic animals, other"
SPY,38,"Hammerhead sharks, etc. nei",Sphyrnidae,,4.09,0.1,305,FishBase_ISSCAAP,Pelagic fish
SPZ,38,Smooth hammerhead,Sphyrna zygaena,,4.5,0.79,410,FishBase_ISSCAAP,Pelagic fish
SQA,57,Argentine shortfin squid,Illex argentinus,,3.8,0.55,NA,FishBase_ISSCAAP,Cephalopods
SQC,57,Common squids nei,Loligo spp,,3.5,0.37,NA,FishBase_ISSCAAP,Cephalopods
SQE,57,European flying squid,Todarodes sagittatus,,4.01,0.68,NA,FishBase_ISSCAAP,Cephalopods
SQF,57,Veined squid,Loligo forbesii,纹理枪乌贼,3.5,NA,NA,FishBase_ISSCAAP,Cephalopods
SQG,57,Angolan flying squid,Todarodes angolensis,,4.01,NA,NA,SeaAroundUs,Cephalopods
SQI,57,Northern shortfin squid,Illex illecebrosus,,3.98,0.65,NA,FishBase_ISSCAAP,Cephalopods
SQJ,57,Japanese flying squid,Todarodes pacificus,,4.28,0.75,NA,FishBase_ISSCAAP,Cephalopods
SQL,57,Longfin squid,Doryteuthis (Amerigo) pealeii,,3.51,0.44,NA,FishBase_ISSCAAP,Cephalopods
SQM,57,Broadtail shortfin squid,Illex coindetii,,4.15,0.86,NA,FishBase_ISSCAAP,Cephalopods
SQO,57,Opalescent inshore squid,Loligo opalescens,乳白枪乌贼,3.88,0.62,NA,FishBase_ISSCAAP,Cephalopods
SQP,57,Patagonian squid,Doryteuthis (Amerigo) gahi,,3.2,0.4,NA,FishBase_ISSCAAP,Cephalopods
SQR,57,European squid,Loligo vulgaris,真枪乌贼,4.1,0.85,NA,FishBase_ISSCAAP,Cephalopods
SQS,57,Sevenstar flying squid,Martialia hyadesi,,4.36,0.61,NA,FishBase_ISSCAAP,Cephalopods
SQU,57,Various squids nei,"Loliginidae, Ommastrephidae",,3.2,0.14,NA,FishBase_ISSCAAP,Cephalopods
SQY,47,Squillids nei,Squillidae,,2.3,0.46,NA,FishBase_ISSCAAP,Crustaceans
SQZ,57,Inshore squids nei,Loliginidae,,3.9,NA,NA,SeaAroundUs,Cephalopods
SRA,34,Atlantic searobins,Prionotus spp,,3.83,0.14,33,FishBase_ISSCAAP,Demersal fish
SRE,11,Rudd,Scardinius erythrophthalmus,,2.89,0.39,41.62,FishBase_ISSCAAP,Freshwater fish
SRG,33,Sargo breams nei,Diplodus spp,,3.02,0.12,34,FishBase_ISSCAAP,Demersal fish
SRH,35,Silver-stripe round herring,Spratelloides gracilis,,3.04,0.16,10.5,FishBase_ISSCAAP,Pelagic fish
SRI,33,Marbled spinefoot,Siganus rivulatus,,2,0,23,FishBase_ISSCAAP,Demersal fish
SRK,33,Painted comber,Serranus scriba,,3.82,0.62,36,FishBase_ISSCAAP,Demersal fish
SRO,13,Amur catfish,Silurus asotus,鲶,4.5,0.8,106.6,FishBase_ISSCAAP,Freshwater fish
SRX,38,"Rays, stingrays, mantas nei",Rajiformes,,3.69,0.01,112,FishBase_ISSCAAP,Demersal fish
SSA,37,Atlantic silverside,Menidia menidia,,3.18,0.33,12.3,FishBase_ISSCAAP,Pelagic fish
SSB,33,Sand steenbras,Lithognathus mormyrus,,3.42,0.5,45.18,FishBase_ISSCAAP,Demersal fish
SSC,55,Southern Australia scallop,Pecten fumatus,南澳洲扇贝,2.1,0.29,NA,FishBase_ISSCAAP,"Molluscs, other"
SSD,56,Surf clams nei,Spisula spp,,2.1,NA,NA,FishBase_ISSCAAP,"Molluscs, other"
SSE,74,Red sea squirt,Pyura chilensis,,3,NA,NA,SeaAroundUs,"Aquatic animals, other"
SSH,45,Scarlet shrimp,Aristaeopsis edwardsiana,,2.3,0.24,NA,FishBase_ISSCAAP,Crustaceans
SSI,34,Blackfin icefish,Chaenocephalus aceratus,,3.47,0.5,59.04,FishBase_ISSCAAP,Demersal fish
SSM,36,Atlantic Spanish mackerel,Scomberomorus maculatus,,4.5,0.74,88,FishBase_ISSCAAP,Pelagic fish
SSO,34,Smooth oreo dory,Pseudocyttus maculatus,,3.61,0.567,55.76,FishBase_ISSCAAP,Demersal fish
SSP,36,Shortbill spearfish,Tetrapturus angustirostris,,4.5,0.76,188.6,FishBase_ISSCAAP,Pelagic fish
SSW,34,Angola rockfish,Scorpaena angolensis,,3.69,NA,NA,SeaAroundUs,Demersal fish
SSX,74,Ascidiaceans,Ascidiacea,,3,NA,NA,SeaAroundUs,"Aquatic animals, other"
STA,12,Three spotted tilapia,Oreochromis andersonii,,2.022,0.042,48.88,FishBase_ISSCAAP,Freshwater fish
STB,25,Striped bass,Morone saxatilis,,4.5,0.8,164,FishBase_ISSCAAP,Demersal fish
STC,42,Black stone crab,Menippe mercenaria,,2.6,0.3,NA,FishBase_ISSCAAP,Crustaceans
STF,76,Starfishes nei,Asteroidea,,3.4,NA,NA,SeaAroundUs,"Aquatic animals, other"
STG,33,Squeteague(=Gray weakfish),Cynoscion regalis,犬牙石首鱼,3.77,0.42,80.36,FishBase_ISSCAAP,Demersal fish
STH,76,Red starfish,Asterias rubens,,2.3,NA,NA,SeaAroundUs,"Aquatic animals, other"
STI,38,Stingrays nei,Dasyatis spp,,3.61,0.06,174.31,FishBase_ISSCAAP,Demersal fish
STL,35,Buccaneer anchovy,Encrasicholina punctifer,布氏半棱鳀,3.25,0.36,10.78,FishBase_ISSCAAP,Pelagic fish
STO,35,Stolephorus anchovies nei,Stolephorus spp,,3.23,0.04,10,FishBase_ISSCAAP,Pelagic fish
STS,36,Streaked seerfish,Scomberomorus lineolatus,,4.5,0.8,78.08,FishBase_ISSCAAP,Pelagic fish
STT,38,"Stingrays, butterfly rays nei",Dasyatidae,,3.63,0.04,40,FishBase_ISSCAAP,Demersal fish
STU,21,Sturgeons nei,Acipenseridae,鲟类,3.41,0.07,138,FishBase_ISSCAAP,Freshwater fish
STV,13,Walleye,Sander vitreus,大眼梭鲈,4.46,0.79,94.59,FishBase_ISSCAAP,Freshwater fish
STW,33,Steenbrasses nei,Lithognathus spp,,3.24,0.16,123,FishBase_ISSCAAP,Demersal fish
STZ,34,Giant stargazer,Kathetostoma giganteum,平头竖口鰧,4.57,0.78,73.8,FishBase_ISSCAAP,Demersal fish
SUC,38,Pacific angelshark,Squatina californica,加州扁鲨,4.14,0.56,124.64,FishBase_ISSCAAP,Demersal fish
SUG,38,Argentine angelshark,Squatina argentina,阿根廷扁鲨,4.11,0.66,156.22,FishBase_ISSCAAP,Demersal fish
SUR,33,Surgeonfishes nei,Acanthuridae,,2.23,0.08,45,FishBase_ISSCAAP,Demersal fish
SUS,23,Surf smelt,Hypomesus pretiosus,,3.43,0.413,25.01,FishBase_ISSCAAP,Pelagic fish
SVC,11,Silver carp,Hypophthalmichthys molitrix,鲢,2,0,86.52,FishBase_ISSCAAP,Freshwater fish
SVE,56,Striped venus,Chamelea gallina,,2.1,0.13,NA,FishBase_ISSCAAP,"Molluscs, other"
SVF,23,Brook trout,Salvelinus fontinalis,,3.14,0.37,86,FishBase_ISSCAAP,Pelagic fish
SVS,23,Long-finned charr,Salvethymus svetovidovi,,3.7,NA,NA,Estimate(FishBase),Freshwater fish
SVT,56,Constricted tagelus,Sinonovacula constricta,,2,NA,NA,SeaAroundUs,"Molluscs, other"
SVX,47,Stomatopods nei,Stomatopoda,,4.2,NA,NA,SeaAroundUs,Crustaceans
SWA,33,White seabream,Diplodus sargus,,3.04,0.29,36.07,FishBase_ISSCAAP,Demersal fish
SWF,33,Spotted weakfish,Cynoscion nebulosus,云纹犬牙石首鱼,3.98,0.66,82,FishBase_ISSCAAP,Demersal fish
SWH,34,Giant boarfish,Paristiopterus labiosus,,3.3,0.42,82,FishBase_ISSCAAP,Demersal fish
SWM,42,"Swimming crabs, etc. nei",Portunidae,,3.4,0.47,NA,FishBase_ISSCAAP,Crustaceans
SWO,36,Swordfish,Xiphias gladius,,4.49,0.57,448.61,FishBase_ISSCAAP,Pelagic fish
SWU,33,Sculpins nei,Cottidae,,3.39,0.03,14.386,FishBase_ISSCAAP,Demersal fish
